Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInQPC,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartQPC,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080901965220,NA,16.70740000000000,16.67180000000000,0.12990000000000,33.25680000000000,49.1186,1080901799417,16.7102,16.5803,0.1299,33.0160,16.8211,2.8421,13.9790,-0.0388,5201.9331,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080902132607,NA,16.73870000000000,16.64700000000000,0.16120000000000,33.01240000000000,49.0269,1080901966519,16.7700,16.6088,0.1612,33.1269,16.4943,2.8400,13.6543,0.0632,5218.6433,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080902302176,NA,16.95690000000000,16.65570000000000,0.12550000000000,32.85480000000000,48.7257,1080902134219,16.9212,16.7957,0.1255,32.8512,16.7993,3.0184,13.7809,0.1143,5235.4133,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080902468202,NA,16.60260000000000,16.65830000000000,0.11700000000000,32.77710000000000,48.7814,1080902303431,16.5941,16.4771,0.1170,32.7293,16.5249,3.1361,13.3888,0.2629,5252.3345,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080902632518,NA,16.43160000000000,16.69310000000000,0.18560000000000,32.98850000000000,49.0429,1080902469372,16.5002,16.3146,0.1856,32.6601,16.6430,2.7292,13.9138,-0.0990,5268.9286,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080902802020,NA,16.95020000000000,16.66360000000000,0.16100000000000,32.69840000000000,48.7563,1080902634374,16.9256,16.7646,0.1610,32.8029,16.6601,3.0815,13.5786,-0.1634,5285.4288,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080902964973,NA,16.29530000000000,16.65080000000000,0.18910000000000,33.33310000000000,49.1118,1080902803630,16.3234,16.1343,0.1891,32.5374,16.9300,3.2033,13.7267,0.2748,5302.3544,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080903132606,NA,16.76330000000000,16.67720000000000,0.12670000000000,32.96940000000000,49.0257,1080902966864,16.7009,16.5742,0.1267,33.1440,16.3996,1.1925,15.2071,-0.3538,5318.6778,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080903299124,NA,16.65180000000000,16.66130000000000,0.09370000000000,33.18980000000000,49.0352,1080903133873,16.6188,16.5251,0.0937,32.8427,16.8722,1.1633,15.7089,0.0396,5335.3787,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080903465561,NA,16.64370000000000,16.65650000000000,0.10290000000000,33.11990000000000,49.0480,1080903300061,16.6529,16.5500,0.1029,33.0961,16.5738,2.9879,13.5859,-0.0377,5351.9975,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080903633239,NA,16.76780000000000,16.68380000000000,0.12730000000000,32.90760000000000,48.9640,1080903466590,16.7922,16.6649,0.1273,33.0170,16.5555,2.9488,13.6067,-0.0309,5368.6504,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080903799311,NA,16.60720000000000,16.67880000000000,0.16310000000000,32.97430000000000,49.0356,1080903634512,16.6430,16.4799,0.1631,32.7803,16.6739,3.0922,13.5817,0.1134,5385.4426,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080903965212,NA,16.59010000000000,16.63860000000000,0.12100000000000,33.26230000000000,49.0841,1080903800942,16.5480,16.4270,0.1210,32.8112,16.8781,3.1442,13.7339,0.0044,5402.0856,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080904131660,NA,16.64480000000000,16.69690000000000,0.16510000000000,33.06280000000000,49.1362,1080903966422,16.6889,16.5238,0.1651,33.1413,16.4453,3.0152,13.4301,-0.1489,5418.6336,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080904299928,NA,16.82680000000000,16.66470000000000,0.10860000000000,33.16070000000000,48.9741,1080904133311,16.7703,16.6617,0.1086,32.8977,16.9247,3.1489,13.7758,0.0242,5435.3225,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080904465557,NA,16.56290000000000,16.64130000000000,0.18090000000000,33.06310000000000,49.0525,1080904301014,16.6352,16.4543,0.1809,33.0521,16.4653,2.9396,13.5257,0.1290,5452.0928,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080904633149,NA,16.75920000000000,16.66030000000000,0.11050000000000,32.90130000000000,48.9536,1080904467366,16.6888,16.5783,0.1105,32.8822,16.5974,1.6665,14.9309,-0.0251,5468.7280,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080904802318,NA,16.91690000000000,16.66670000000000,0.64960000000000,32.67750000000000,48.7034,1080904634254,17.4560,16.8064,0.6496,32.7908,16.6931,3.1599,13.5332,0.0221,5485.4168,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080904965737,NA,16.34190000000000,16.67610000000000,0.11530000000000,33.53310000000000,49.0376,1080904808814,15.8076,15.6923,0.1153,32.0279,17.1975,2.4028,14.7947,0.7799,5502.8728,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080905142518,NA,17.67810000000000,16.65480000000000,0.19260000000000,31.98730000000000,48.0143,1080904966890,17.7554,17.5628,0.1926,33.4178,16.1323,3.0787,13.0536,-0.8472,5518.6804,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080905302259,NA,15.97410000000000,16.68400000000000,0.18420000000000,32.81400000000000,48.7242,1080905144444,15.9657,15.7815,0.1842,31.7947,16.8008,3.1213,13.6795,1.0714,5536.4358,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080905466527,NA,16.42680000000000,16.65650000000000,0.12260000000000,32.92510000000000,48.9539,1080905304101,16.3652,16.2426,0.1226,32.6298,16.5379,2.9740,13.5639,-0.6908,5552.4015,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080905634378,NA,16.78510000000000,16.67560000000000,0.10470000000000,32.67280000000000,48.8444,1080905467753,16.7672,16.6625,0.1047,32.8025,16.5328,2.8800,13.6528,-0.3104,5568.7667,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080905800103,NA,16.57250000000000,16.67110000000000,0.11730000000000,33.02140000000000,48.9430,1080905635425,16.5851,16.4678,0.1173,32.5681,16.9211,3.3797,13.5414,0.0961,5585.5339,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080905966397,NA,16.62940000000000,16.66850000000000,0.18600000000000,32.96800000000000,48.9821,1080905801276,16.6981,16.5121,0.1860,32.9041,16.5760,3.2057,13.3703,-0.0834,5602.1190,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080906134506,NA,16.81090000000000,16.66200000000000,0.17870000000000,32.82970000000000,48.8332,1080905968257,16.8036,16.6249,0.1787,32.7820,16.6726,2.5339,14.1387,0.0361,5618.8171,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080906298868,NA,16.43620000000000,16.65530000000000,0.29770000000000,33.17330000000000,49.0523,1080906136293,16.5552,16.2575,0.2977,32.6510,16.7798,3.1657,13.6141,0.1483,5635.6207,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080906466874,NA,16.80060000000000,16.66480000000000,0.12630000000000,32.87930000000000,48.9165,1080906301845,16.6292,16.5029,0.1263,32.8756,16.5066,1.0572,15.4494,-0.1096,5652.1759,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080906631563,NA,16.46890000000000,16.68840000000000,0.16200000000000,33.08330000000000,49.1360,1080906468137,16.5046,16.3426,0.1620,32.7530,16.6729,2.9124,13.7605,-0.0592,5668.8051,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080906801508,NA,16.99450000000000,16.68170000000000,0.12330000000000,32.91500000000000,48.8232,1080906633183,16.9558,16.8325,0.1233,32.9213,16.8262,3.1167,13.7095,-0.1771,5685.3097,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080906965039,NA,16.35310000000000,16.65690000000000,0.13350000000000,33.17860000000000,49.1270,1080906802741,16.3633,16.2298,0.1335,32.7917,16.6167,3.1143,13.5024,0.2989,5702.2655,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080907131701,NA,16.66620000000000,16.67360000000000,0.15540000000000,33.18440000000000,49.1344,1080906966374,16.6881,16.5327,0.1554,33.0451,16.6720,3.0713,13.6007,-0.3103,5718.6288,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080907299264,NA,16.75630000000000,16.68810000000000,0.17300000000000,33.26590000000000,49.0662,1080907133255,16.7739,16.6009,0.1730,33.0290,16.8378,3.4524,13.3854,0.0000,5735.3169,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080907466972,NA,16.77080000000000,16.66480000000000,0.22080000000000,33.04030000000000,48.9602,1080907300994,16.8186,16.5978,0.2208,33.0929,16.5452,1.3896,15.1556,0.1091,5752.0908,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080907634050,NA,16.70780000000000,16.69050000000000,0.12360000000000,33.08890000000000,48.9429,1080907469180,16.6106,16.4870,0.1236,32.8195,16.7564,2.9545,13.8019,0.1281,5768.9094,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080907803493,NA,16.94430000000000,16.63700000000000,0.68130000000000,32.93910000000000,48.6356,1080907635286,17.5020,16.8207,0.6813,32.9653,16.7945,3.9853,12.8092,-0.0264,5785.5200,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080907969310,NA,16.58170000000000,16.67360000000000,0.14530000000000,32.79790000000000,48.7275,1080907810306,16.0457,15.9004,0.1453,32.2578,16.4405,3.8519,12.5886,0.8284,5803.0220,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080908137551,NA,16.82410000000000,16.68450000000000,0.18580000000000,32.83840000000000,48.5879,1080907970763,16.8646,16.6788,0.1858,32.6526,16.8646,3.7898,13.0748,-0.6388,5819.0677,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080908302217,NA,16.46660000000000,16.67010000000000,0.13960000000000,32.90000000000000,48.7914,1080908139409,16.4204,16.2808,0.1396,32.6526,16.5282,3.5761,12.9521,0.1945,5835.9323,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080908471842,NA,16.96250000000000,16.66260000000000,0.18680000000000,32.55610000000000,48.4915,1080908303613,17.0097,16.8229,0.1868,32.7604,16.6186,3.0666,13.5520,-0.2422,5852.3527,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080908647860,NA,17.60180000000000,16.64310000000000,0.12650000000000,31.69260000000000,47.5328,1080908473710,17.5415,17.4150,0.1265,32.3693,16.7383,3.1262,13.6121,0.3666,5869.3624,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080908803158,NA,15.52980000000000,16.67860000000000,0.17780000000000,32.85820000000000,48.6816,1080908649125,15.5811,15.4033,0.1778,31.5661,16.6954,1.2029,15.4925,0.8629,5886.9039,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080908969501,NA,16.63430000000000,16.65460000000000,0.13890000000000,32.91060000000000,48.7019,1080908804936,16.5954,16.4565,0.1389,32.6804,16.6867,3.2523,13.4344,-1.0735,5902.4850,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080909135082,NA,16.55810000000000,16.68790000000000,0.16270000000000,32.84290000000000,48.8317,1080908970890,16.5819,16.4192,0.1627,32.7717,16.4904,3.6708,12.8196,-0.0925,5919.0804,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080909301598,NA,16.65160000000000,16.66080000000000,0.18770000000000,33.08070000000000,48.8409,1080909136709,16.6766,16.4889,0.1877,32.6802,16.8894,2.4521,14.4373,-0.0789,5935.6623,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080909469090,NA,16.74920000000000,16.64610000000000,0.13250000000000,32.95790000000000,48.7378,1080909303475,16.6940,16.5615,0.1325,32.8930,16.6264,1.7447,14.8817,0.0305,5952.3389,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080909634595,NA,16.55050000000000,16.82580000000000,0.18340000000000,32.93620000000000,49.0131,1080909470415,16.6014,16.4180,0.1834,32.8254,16.5288,1.6942,14.8346,-0.1318,5969.0329,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080909800243,NA,16.56480000000000,16.58380000000000,0.16870000000000,33.26520000000000,49.0321,1080909636429,16.5501,16.3814,0.1687,32.7528,16.8938,1.1624,15.7314,0.0176,5985.6343,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080909972128,NA,17.18850000000000,16.61260000000000,0.30240000000000,32.59790000000000,48.4562,1080909801930,17.3222,17.0198,0.3024,33.0965,16.5212,1.5676,14.9536,-0.0625,6002.1844,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080910136381,NA,16.42530000000000,16.69280000000000,0.17440000000000,32.71600000000000,48.7237,1080909975152,16.2973,16.1229,0.1744,32.2955,16.5434,1.0943,15.4491,0.6294,6019.5066,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080910304470,NA,16.80890000000000,16.64160000000000,0.23980000000000,32.62460000000000,48.5564,1080910138125,16.8743,16.6345,0.2398,32.5416,16.7175,1.0359,15.6816,-0.3443,6035.8039,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080910467736,NA,16.32660000000000,16.68760000000000,0.22890000000000,32.95160000000000,48.9174,1080910306868,16.3157,16.0868,0.2289,32.3848,16.6536,1.2060,15.4476,0.1867,6052.6782,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080910633716,NA,16.59800000000000,16.63340000000000,0.16840000000000,33.20910000000000,48.9528,1080910470025,16.5375,16.3691,0.1684,32.7227,16.8555,1.2773,15.5782,-0.3177,6068.9939,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080910801300,NA,16.75840000000000,16.62630000000000,0.17070000000000,32.88830000000000,48.8207,1080910635400,16.7607,16.5900,0.1707,33.0407,16.4376,1.2915,15.1461,-0.0888,6085.5314,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080910966905,NA,16.56050000000000,16.72910000000000,0.15740000000000,33.05450000000000,48.9893,1080910803007,16.5472,16.3898,0.1574,32.7176,16.7267,1.1540,15.5727,0.0316,6102.2921,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080911133749,NA,16.68440000000000,16.64000000000000,0.14780000000000,33.01200000000000,48.9449,1080910968479,16.6748,16.5270,0.1478,32.8971,16.6419,1.2293,15.4126,-0.0928,6118.8393,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080911299311,NA,16.55620000000000,16.66820000000000,0.17350000000000,33.08840000000000,49.0569,1080911135227,16.5819,16.4084,0.1735,32.8642,16.6326,1.0665,15.5661,0.0066,6135.5141,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080911467469,NA,16.81580000000000,16.68070000000000,0.15890000000000,32.94830000000000,48.9218,1080911301046,16.8012,16.6423,0.1589,32.9149,16.6757,1.5105,15.1652,-0.0988,6152.0960,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080911631497,NA,16.40280000000000,16.66020000000000,0.13050000000000,33.41760000000000,49.1792,1080911469058,16.3744,16.2439,0.1305,32.7894,16.8721,1.2575,15.6146,0.1410,6168.8972,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080911800137,NA,16.86400000000000,16.68620000000000,0.15490000000000,33.02080000000000,49.0014,1080911632802,16.8884,16.7335,0.1549,33.2871,16.4672,1.1388,15.3284,-0.3118,6185.2716,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080911967449,NA,16.73120000000000,16.61800000000000,0.18440000000000,32.96930000000000,48.8882,1080911801686,16.7607,16.5763,0.1844,32.8659,16.6797,1.4098,15.2699,0.2704,6202.1600,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080912134049,NA,16.66000000000000,16.69230000000000,0.17280000000000,32.93490000000000,48.9205,1080911969293,16.6484,16.4756,0.1728,32.7849,16.6256,1.4937,15.1319,0.0684,6218.9207,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080912307162,NA,17.31130000000000,16.67480000000000,0.13070000000000,32.29820000000000,48.2840,1080912135777,17.2692,17.1385,0.1307,32.7621,16.6746,1.5116,15.1630,-0.0264,6235.5691,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080912466778,NA,15.96160000000000,16.62900000000000,0.16550000000000,32.98580000000000,48.9514,1080912308469,15.9964,15.8309,0.1655,32.1675,16.6492,1.4821,15.1671,0.6402,6252.8383,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080912634235,NA,16.74570000000000,16.72370000000000,0.18130000000000,32.92560000000000,48.9294,1080912468433,16.7615,16.5802,0.1813,32.8203,16.6855,2.0931,14.5924,-0.7273,6268.8347,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080912800328,NA,16.60930000000000,16.65130000000000,0.15180000000000,33.07720000000000,48.9714,1080912636048,16.5798,16.4280,0.1518,32.7443,16.7609,1.1272,15.6337,0.1102,6285.5962,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080912969644,NA,16.93160000000000,16.65430000000000,0.12390000000000,32.73380000000000,48.6941,1080912801846,16.9037,16.7798,0.1239,32.9254,16.5882,1.5386,15.0496,-0.0745,6302.1760,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080913134414,NA,16.47700000000000,16.75950000000000,0.15780000000000,32.96630000000000,48.9766,1080912970883,16.5109,16.3531,0.1578,32.6099,16.7095,2.1841,14.5254,0.1442,6319.0797,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080913301985,NA,16.75710000000000,16.55140000000000,0.20310000000000,33.18290000000000,48.7709,1080913135992,16.8024,16.5993,0.2031,32.8085,16.9737,1.7738,15.1999,-0.0405,6335.5906,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080913467816,NA,16.58310000000000,16.67610000000000,0.17760000000000,33.06020000000000,48.8639,1080913304016,16.5576,16.3800,0.1776,32.9798,16.4604,1.2162,15.2442,0.1263,6352.3930,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080913638803,NA,17.09870000000000,16.70730000000000,0.20700000000000,32.44280000000000,48.4725,1080913469592,17.1281,16.9211,0.2070,32.8826,16.4813,1.7570,14.7243,-0.1497,6368.9506,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080913799470,NA,16.06670000000000,16.65700000000000,0.17210000000000,33.24960000000000,49.0628,1080913640873,16.0318,15.8597,0.1721,32.2358,16.8735,1.9570,14.9165,0.4711,6386.0787,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080913964048,NA,16.45780000000000,16.62950000000000,0.15870000000000,33.30600000000000,49.2345,1080913801191,16.4444,16.2857,0.1587,33.0775,16.5142,1.5511,14.9631,-0.5977,6402.1105,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080914137004,NA,17.29560000000000,16.67680000000000,0.13870000000000,32.58010000000000,48.6157,1080913965635,17.2756,17.1369,0.1387,33.1473,16.5697,1.0152,15.5545,-0.2324,6418.5549,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080914299231,NA,16.22270000000000,16.66070000000000,0.20080000000000,33.06730000000000,49.0537,1080914138391,16.2848,16.0840,0.2008,32.4414,16.7099,1.4265,15.2834,0.6149,6435.8305,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080914466182,NA,16.69510000000000,16.88930000000000,0.15470000000000,33.13070000000000,49.2479,1080914301239,16.6490,16.4943,0.1547,32.8665,16.7585,2.0713,14.6872,-0.6045,6452.1153,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080914631901,NA,16.57190000000000,16.47510000000000,0.14380000000000,33.58890000000000,49.1511,1080914467729,16.5610,16.4172,0.1438,32.9760,17.0301,1.2098,15.8203,0.1739,6468.7643,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080914800418,NA,16.85170000000000,16.66160000000000,0.15700000000000,33.00850000000001,48.9610,1080914633339,16.8649,16.7079,0.1570,33.4451,16.2713,1.0607,15.2106,-0.1006,6485.3253,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080914972034,NA,17.16160000000000,16.72060000000000,0.17380000000000,32.50230000000000,48.5200,1080914801988,17.1784,17.0046,0.1738,32.8515,16.6554,4.2598,12.3956,0.1443,6502.1902,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080915143147,NA,17.11130000000000,16.61230000000000,0.23880000000000,32.34290000000000,48.0210,1080914973772,17.1763,16.9375,0.2388,32.3285,16.9519,1.5780,15.3739,0.5661,6519.3686,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080915299790,NA,15.66430000000000,16.62600000000000,0.12810000000000,33.26170000000000,48.9827,1080915145535,15.5536,15.4255,0.1281,32.1041,16.5831,1.2513,15.3318,0.5503,6536.5449,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080915468276,NA,16.84860000000000,16.66720000000000,0.10660000000000,32.97300000000000,48.8013,1080915301071,16.8271,16.7205,0.1066,33.1336,16.5599,1.3612,15.1987,-1.1136,6552.0985,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080915634277,NA,16.60010000000000,16.69440000000000,0.10500000000000,32.95290000000000,48.8956,1080915469342,16.5985,16.4935,0.1050,32.8664,16.5800,3.6507,12.9293,0.1327,6568.9256,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080915799283,NA,16.50060000000000,16.66190000000000,0.19040000000000,33.18160000000000,49.0569,1080915635327,16.5860,16.3956,0.1904,32.8479,16.7293,1.4681,15.2612,-0.0634,6585.5241,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080915966380,NA,16.70970000000000,16.81160000000000,0.16700000000000,33.01120000000000,49.1588,1080915801187,16.6863,16.5193,0.1670,32.9912,16.5393,1.0721,15.4672,-0.2256,6602.1101,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080916133946,NA,16.75660000000000,16.58140000000000,0.17110000000000,33.20830000000000,48.9836,1080915968050,16.7607,16.5896,0.1711,32.8442,16.9537,1.1579,15.7958,0.1049,6618.7964,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080916299161,NA,16.52150000000000,16.61550000000000,0.11630000000000,33.27790000000000,49.0776,1080916135657,16.4667,16.3504,0.1163,33.0372,16.5911,1.1262,15.4649,0.1452,6635.5571,NA,NA,NA
chrome.exe,24952,0x2F262AA7E40,DXGI,0,0,0,Hardware Composed: Independent Flip,1080916467267,NA,16.81060000000000,16.66520000000000,0.15510000000000,33.04200000000000,48.9322,1080916300324,16.8494,16.6943,0.1551,33.1616,16.5747,1.3383,15.2364,-0.1985,6652.0238,NA,NA,NA
